Sample_ID,pcr_replicate,biological_replicate,extraction_ID,extraction_replicate,run,collection_year,collection_month,collection_day,location1,longitude,latitude,sample_type,time_of_day,extraction_date,plate_or_vial,extraction_plate,extraction_well,dna_conc,pcr_conc
e02058_B,B,e02058,e02058,1,B,2021,7,17,86,-160.607,55.3438,sample,8:46,2022_02_23,plate,2_2022,C11,10.98,21.748
e02059_B,B,e02059,e02059,1,B,2021,7,17,86,-160.607,55.3438,sample,8:46,2022_02_23,plate,2_2022,D11,9.142,23.228
e02060_B,B,e02060,e02060,1,B,2021,7,17,87,-160.615,55.3316,sample,9:43,2022_02_23,plate,2_2022,E11,14.062,23.851
e02061_B,B,e02061,e02061,1,B,2021,7,17,87,-160.615,55.3316,sample,9:43,2022_02_23,plate,2_2022,F11,21.471,21.309
e02062_B,B,e02062,e02062,1,B,2021,7,17,87,-160.615,55.3316,sample,9:43,2022_02_23,plate,2_2022,G11,18.618,21.574
e02063_B,B,e02063,e02063,1,B,2021,7,17,88,-160.628,55.3223,sample,10:55,2022_02_23,plate,2_2022,H11,10.687,18.104
e02064_B,B,e02064,e02064,1,B,2021,7,17,88,-160.628,55.3223,sample,10:55,2022_02_23,plate,2_2022,A12,2.287,21.492
e02065_B,B,e02065,e02065,1,B,2021,7,17,88,-160.628,55.3223,sample,10:55,2022_02_23,plate,2_2022,B12,4.796,21.513
e02066_B,B,e02066,e02066,1,B,2021,7,18,92,-159.365,55.7724,sample,11:11,2022_02_23,plate,2_2022,C12,1.207,20.934
e02067_B,B,e02067,e02067,1,B,2021,7,18,92,-159.365,55.7724,sample,11:11,2022_02_23,plate,2_2022,D12,3.494,21.6
e02068_B,B,e02068,e02068,1,B,2021,7,18,92,-159.365,55.7724,sample,11:11,2022_02_23,plate,2_2022,E12,1.515,24.588
e02069_B,B,e02069,e02069,1,B,2021,7,18,93,-159.368,55.7722,sample,11:50,2022_02_23,plate,2_2022,F12,0.737,21.724
e02070_B,B,e02070,e02070,1,B,2021,7,18,93,-159.368,55.7722,sample,11:50,2022_02_23,plate,2_2022,G12,2.058,20.12
e02071_B,B,e02071,e02071,1,B,,,,,,,extraction_blank,,2022_02_23,plate,2_2022,H12,0.282,1.892
NC1_2_C,C,NC1_2,NC1_2,1,B,,,,,,,PCR_blank,,,,,,NA,1.286
NC2_2_C,C,NC2_2,NC2_2,1,B,,,,,,,PCR_blank,,,,,,NA,9.569
PC1_2_C,C,PC1_2,PC1_2,1,B,,,,,,,positive_control,,,,,,NA,24.76
e00563_C,C,e00563,e00563,1,B,2021,7,10,62,-159.527,55.1472,sample,13:23,2022_02_23,plate,2_2022,A02,8.189,14.803
e00564_C,C,e00564,e00564,1,B,2021,7,10,63,-159.517,55.1705,sample,16:26,2022_02_23,plate,2_2022,B02,3.699,22.424
e00565_C,C,e00565,e00565,1,B,2021,7,10,63,-159.517,55.1705,sample,16:26,2022_02_23,plate,2_2022,C02,2.002,19.279
e00566_C,C,e00566,e00566,1,B,2021,7,10,63,-159.517,55.1705,sample,16:26,2022_02_23,plate,2_2022,D02,3.481,20.277
e00567_C,C,e00567,e00567,1,B,2021,7,10,NA,NA,NA,sample,16:53,2022_02_23,plate,2_2022,E02,5.22,24.82
e00568_C,C,e00568,e00568,1,B,2021,7,10,NA,NA,NA,sample,16:53,2022_02_23,plate,2_2022,F02,2.939,23.122
e00569_C,C,e00569,e00569,1,B,2021,7,10,NA,NA,NA,sample,16:53,2022_02_23,plate,2_2022,G02,2.16,24.698
e00570_C,C,e00570,e00570,1,B,2021,7,11,64,-159.405,55.0332,sample,8:38,2022_02_23,plate,2_2022,H02,9.469,23.742
e00571_C,C,e00571,e00571,1,B,2021,7,11,64,-159.405,55.0332,sample,8:38,2022_02_23,plate,2_2022,A03,16.415,22.235
e00572_C,C,e00572,e00572,1,B,2021,7,11,64,-159.405,55.0332,sample,8:38,2022_02_23,plate,2_2022,B03,12.283,20.895
e00573_C,C,e00573,e00573,1,B,2021,7,11,NA,NA,NA,sample,10:17,2022_02_23,plate,2_2022,C03,25.418,20.95
e00574_C,C,e00574,e00574,1,B,2021,7,11,NA,NA,NA,sample,10:17,2022_02_23,plate,2_2022,D03,5.116,23.111
e00575_C,C,e00575,e00575,1,B,2021,7,11,NA,NA,NA,sample,10:17,2022_02_23,plate,2_2022,E03,20.865,21.54
e00576_C,C,e00576,e00576,1,B,2021,7,11,65,-159.602,55.0846,sample,13:25,2022_02_23,plate,2_2022,F03,3.635,18.435
e00577_C,C,e00577,e00577,1,B,2021,7,11,65,-159.602,55.0846,sample,13:25,2022_02_23,plate,2_2022,G03,7.223,21.139
e00578_C,C,e00578,e00578,1,B,2021,7,11,65,-159.602,55.0846,sample,13:25,2022_02_23,plate,2_2022,H03,4.655,24.615
e00579_C,C,e00579,e00579,1,B,2021,7,11,NA,NA,NA,sample,13:49,2022_02_23,plate,2_2022,A04,11.265,24.424
e00580_C,C,e00580,e00580,1,B,2021,7,11,NA,NA,NA,sample,13:49,2022_02_23,plate,2_2022,B04,7.052,21.909
e00581_C,C,e00581,e00581,1,B,2021,7,11,NA,NA,NA,sample,13:49,2022_02_23,plate,2_2022,C04,8.364,21.517
e00582_C,C,e00582,e00582,1,B,2021,7,11,66,-159.623,55.0829,sample,14:03,2022_02_23,plate,2_2022,D04,4.415,14.173
e00583_C,C,e00583,e00583,1,B,2021,7,11,66,-159.623,55.0829,sample,14:03,2022_02_23,plate,2_2022,E04,4,11.461
e00584_C,C,e00584,e00584,1,B,2021,7,11,66,-159.623,55.0829,sample,14:03,2022_02_23,plate,2_2022,F04,1.598,3.315
e00585_C,C,e00585,e00585,1,B,2021,7,11,67,-159.595,55.0911,sample,14:54,2022_02_23,plate,2_2022,G04,17.877,22.816
e00586_C,C,e00586,e00586,1,B,2021,7,11,67,-159.595,55.0911,sample,14:54,2022_02_23,plate,2_2022,H04,9.261,23.047
e00587_C,C,e00587,e00587,1,B,2021,7,11,67,-159.595,55.0911,sample,14:54,2022_02_23,plate,2_2022,A05,5.505,23.832
e00588_C,C,e00588,e00588,1,B,2021,7,12,70,-159.863,55.1383,sample,8:26,2022_02_23,plate,2_2022,B05,11.991,17.116
e00589_C,C,e00589,e00589,1,B,2021,7,12,70,-159.863,55.1383,sample,8:26,2022_02_23,plate,2_2022,C05,14.284,21.773
e00590_C,C,e00590,e00590,1,B,2021,7,12,70,-159.863,55.1383,sample,8:26,2022_02_23,plate,2_2022,D05,9.879,16.069
e00591_C,C,e00591,e00591,1,B,2021,7,12,71,-159.867,55.1349,sample,9:25,2022_02_23,plate,2_2022,E05,30.251,23.34
e00592_C,C,e00592,e00592,1,B,2021,7,12,71,-159.867,55.1349,sample,9:25,2022_02_23,plate,2_2022,F05,3.54,19.509
e00593_C,C,e00593,e00593,1,B,2021,7,12,71,-159.867,55.1349,sample,9:25,2022_02_23,plate,2_2022,G05,23.645,24.551
e00594_C,C,e00594,e00594,1,B,2021,7,12,72,-159.9,55.2289,sample,14:03,2022_02_23,plate,2_2022,H05,8.116,22.142
e00595_C,C,e00595,e00595,1,B,2021,7,12,72,-159.9,55.2289,sample,14:03,2022_02_23,plate,2_2022,A06,9.599,22.465
e00596_C,C,e00596,e00596,1,B,2021,7,12,72,-159.9,55.2289,sample,14:03,2022_02_23,plate,2_2022,B06,8.916,21.946
e00597_C,C,e00597,e00597,1,B,2021,7,12,74,-160.019,55.1037,sample,20:57,2022_02_23,plate,2_2022,C06,28.925,22.695
e00598_C,C,e00598,e00598,1,B,2021,7,12,74,-160.019,55.1037,sample,20:57,2022_02_23,plate,2_2022,D06,13.413,20.345
e00599_C,C,e00599,e00599,1,B,2021,7,12,74,-160.019,55.1037,sample,20:57,2022_02_23,plate,2_2022,E06,36.555,10.422
e00600_C,C,e00600,e00600,1,B,2021,7,12,73,-160.008,55.1016,sample,20:13,2022_02_23,plate,2_2022,F06,27.44,22.819
e00601_C,C,e00601,e00601,1,B,2021,7,12,73,-160.008,55.1016,sample,20:13,2022_02_23,plate,2_2022,G06,18.554,20.887
e00602_C,C,e00602,e00602,1,B,2021,7,12,73,-160.008,55.1016,sample,20:13,2022_02_23,plate,2_2022,H06,13.377,21.253
e00603_C,C,e00603,e00603,1,B,2021,7,13,75,-159.988,55.1126,sample,8:33,2022_02_23,plate,2_2022,A07,14.778,24.895
e00604_C,C,e00604,e00604,1,B,2021,7,13,75,-159.988,55.1126,sample,8:33,2022_02_23,plate,2_2022,B07,17.5,23.365
e00605_C,C,e00605,e00605,1,B,2021,7,13,75,-159.988,55.1126,sample,8:33,2022_02_23,plate,2_2022,C07,11.893,22.03
e00606_C,C,e00606,e00606,1,B,2021,7,13,76,-159.999,55.1527,sample,9:40,2022_02_23,plate,2_2022,D07,7.099,21.614
e00607_C,C,e00607,e00607,1,B,2021,7,13,76,-159.999,55.1527,sample,9:40,2022_02_23,plate,2_2022,E07,8.574,21.563
e00608_C,C,e00608,e00608,1,B,2021,7,13,76,-159.999,55.1527,sample,9:40,2022_02_23,plate,2_2022,F07,3.116,20.044
e00609_C,C,e00609,e00609,1,B,2021,7,13,77,-159.994,55.1535,sample,10:18,2022_02_23,plate,2_2022,G07,12.762,20.591
e00610_C,C,e00610,e00610,1,B,2021,7,13,77,-159.994,55.1535,sample,10:18,2022_02_23,plate,2_2022,H07,9.05,22.266
e02032_C,C,e02032,e02032,1,B,2021,7,13,77,-159.994,55.1535,sample,10:18,2022_02_23,plate,2_2022,A08,15.5,24.078
e02033_C,C,e02033,e02033,1,B,2021,7,14,NA,NA,NA,sample,8:39,2022_02_23,plate,2_2022,B08,6.327,19.568
e02034_C,C,e02034,e02034,1,B,2021,7,14,NA,NA,NA,sample,8:39,2022_02_23,plate,2_2022,C08,14.96,19.646
e02035_C,C,e02035,e02035,1,B,2021,7,14,NA,NA,NA,sample,8:39,2022_02_23,plate,2_2022,D08,2.494,19.418
e02036_C,C,e02036,e02036,1,B,2021,7,14,78,-160.337,55.3373,sample,9:03,2022_02_23,plate,2_2022,E08,4.533,18.657
e02037_C,C,e02037,e02037,1,B,2021,7,14,78,-160.337,55.3373,sample,9:03,2022_02_23,plate,2_2022,F08,4.745,19.574
e02038_C,C,e02038,e02038,1,B,2021,7,14,78,-160.337,55.3373,sample,9:03,2022_02_23,plate,2_2022,G08,10.376,21.925
e02039_C,C,e02039,e02039,1,B,2021,7,14,79,-161.703,55.1384,sample,18:12,2022_02_23,plate,2_2022,H08,5.944,20.244
e02040_C,C,e02040,e02040,1,B,2021,7,14,79,-161.703,55.1384,sample,18:12,2022_02_23,plate,2_2022,A09,4.417,21.992
e02041_C,C,e02041,e02041,1,B,2021,7,14,79,-161.703,55.1384,sample,18:12,2022_02_23,plate,2_2022,B09,6.77,23.448
e02042_C,C,e02042,e02042,1,B,2021,7,14,81,-161.729,55.1395,sample,19:26,2022_02_23,plate,2_2022,C09,2.671,19.878
e02043_C,C,e02043,e02043,1,B,2021,7,14,81,-161.729,55.1395,sample,19:26,2022_02_23,plate,2_2022,D09,8.766,22.827
e02044_C,C,e02044,e02044,1,B,2021,7,14,81,-161.729,55.1395,sample,19:26,2022_02_23,plate,2_2022,E09,10.796,21.137
e02045_C,C,e02045,e02045,1,B,2021,7,15,82,-161.7962,55.1281,sample,9:07,2022_02_23,plate,2_2022,F09,9.301,20.25
e02046_C,C,e02046,e02046,1,B,2021,7,15,82,-161.7962,55.1281,sample,9:07,2022_02_23,plate,2_2022,G09,7.433,22.147
e02047_C,C,e02047,e02047,1,B,2021,7,15,82,-161.7962,55.1281,sample,9:07,2022_02_23,plate,2_2022,H09,7.245,23.344
e02048_C,C,e02048,e02048,1,B,2021,7,15,83,-162.111,55.1484,sample,13:52,2022_02_23,plate,2_2022,A10,4.541,23.624
e02049_C,C,e02049,e02049,1,B,2021,7,15,83,-162.111,55.1484,sample,13:52,2022_02_23,plate,2_2022,B10,5.825,21.794
e02050_C,C,e02050,e02050,1,B,2021,7,15,83,-162.111,55.1484,sample,13:52,2022_02_23,plate,2_2022,C10,4.615,18.197
e02051_C,C,e02051,e02051,1,B,2021,7,15,84,-162.093,55.16,sample,14:49,2022_02_23,plate,2_2022,D10,11.564,23.032
e02052_C,C,e02052,e02052,1,B,2021,7,15,84,-162.093,55.16,sample,14:49,2022_02_23,plate,2_2022,E10,16.376,21.975
e02053_C,C,e02053,e02053,1,B,2021,7,15,84,-162.093,55.16,sample,14:49,2022_02_23,plate,2_2022,F10,10.99,20.669
e02054_C,C,e02054,e02054,1,B,2021,7,16,85,-161.286,55.585,sample,7:30,2022_02_23,plate,2_2022,G10,6.405,20.83
e02055_C,C,e02055,e02055,1,B,2021,7,16,85,-161.286,55.585,sample,7:30,2022_02_23,plate,2_2022,H10,2.738,23.119
e02056_C,C,e02056,e02056,1,B,2021,7,16,85,-161.286,55.585,sample,7:30,2022_02_23,plate,2_2022,A11,2.727,14.715
e02057_C,C,e02057,e02057,1,B,2021,7,17,86,-160.607,55.3438,sample,8:46,2022_02_23,plate,2_2022,B11,6.002,23.376
e02058_C,C,e02058,e02058,1,B,2021,7,17,86,-160.607,55.3438,sample,8:46,2022_02_23,plate,2_2022,C11,10.98,22.485
e02059_C,C,e02059,e02059,1,B,2021,7,17,86,-160.607,55.3438,sample,8:46,2022_02_23,plate,2_2022,D11,9.142,21.306
e02060_C,C,e02060,e02060,1,B,2021,7,17,87,-160.615,55.3316,sample,9:43,2022_02_23,plate,2_2022,E11,14.062,23.304
e02061_C,C,e02061,e02061,1,B,2021,7,17,87,-160.615,55.3316,sample,9:43,2022_02_23,plate,2_2022,F11,21.471,17.59
e02062_C,C,e02062,e02062,1,B,2021,7,17,87,-160.615,55.3316,sample,9:43,2022_02_23,plate,2_2022,G11,18.618,22.459
e02063_C,C,e02063,e02063,1,B,2021,7,17,88,-160.628,55.3223,sample,10:55,2022_02_23,plate,2_2022,H11,10.687,17.921
e02064_C,C,e02064,e02064,1,B,2021,7,17,88,-160.628,55.3223,sample,10:55,2022_02_23,plate,2_2022,A12,2.287,19.217
e02065_C,C,e02065,e02065,1,B,2021,7,17,88,-160.628,55.3223,sample,10:55,2022_02_23,plate,2_2022,B12,4.796,25.521
e02066_C,C,e02066,e02066,1,B,2021,7,18,92,-159.365,55.7724,sample,11:11,2022_02_23,plate,2_2022,C12,1.207,26.223
e02067_C,C,e02067,e02067,1,B,2021,7,18,92,-159.365,55.7724,sample,11:11,2022_02_23,plate,2_2022,D12,3.494,22.04
e02068_C,C,e02068,e02068,1,B,2021,7,18,92,-159.365,55.7724,sample,11:11,2022_02_23,plate,2_2022,E12,1.515,24.393
e02069_C,C,e02069,e02069,1,B,2021,7,18,93,-159.368,55.7722,sample,11:50,2022_02_23,plate,2_2022,F12,0.737,15.117
e02070_C,C,e02070,e02070,1,B,2021,7,18,93,-159.368,55.7722,sample,11:50,2022_02_23,plate,2_2022,G12,2.058,23.499
e02071_C,C,e02071,e02071,1,B,,,,,,,extraction_blank,,2022_02_23,plate,2_2022,H12,0.282,13.454
e02072_1_A,A,e02072,e02072_1,1,B,2021,7,18,93,-159.368,55.7722,sample,11:50,,plate,3_2022,A01,12.663,21.213
e02073_1_A,A,e02073,e02073_1,1,B,2021,7,18,94,-159.357,55.7877,sample,12:36,,plate,3_2022,B01,8.193,22.982
e02074_1_A,A,e02074,e02074_1,1,B,2021,7,18,94,-159.357,55.7877,sample,12:36,,plate,3_2022,C01,2.17,22.546
e02075_1_A,A,e02075,e02075_1,1,B,2021,7,18,94,-159.357,55.7877,sample,12:36,,plate,3_2022,D01,7.732,22.662
e02076_1_A,A,e02076,e02076_1,1,B,2021,7,18,95,-158.825,55.8845,sample,17:34,,plate,3_2022,E01,10.271,23.502
e02077_1_A,A,e02077,e02077_1,1,B,2021,7,18,95,-158.825,55.8845,sample,17:34,,plate,3_2022,F01,7.616,21.901
e02078_1_A,A,e02078,e02078_1,1,B,2021,7,18,95,-158.825,55.8845,sample,17:34,,plate,3_2022,G01,26.397,22.119
e02079_1_A,A,e02079,e02079_1,1,B,2021,7,18,96,-158.821,55.8845,sample,18:02,,plate,3_2022,H01,13.428,23.522
e02080_1_A,A,e02080,e02080_1,1,B,2021,7,18,96,-158.821,55.8845,sample,18:02,,plate,3_2022,A02,26.047,22.257
e02081_1_A,A,e02081,e02081_1,1,B,2021,7,18,96,-158.821,55.8845,sample,18:02,,plate,3_2022,B02,23.416,20.722
e02082_1_A,A,e02082,e02082_1,1,B,2021,7,19,97,-158.693,55.9748,sample,7:45,,plate,3_2022,C02,11.425,19.28
e02083_1_A,A,e02083,e02083_1,1,B,2021,7,19,97,-158.693,55.9748,sample,7:45,,plate,3_2022,D02,15.441,20.495
e02084_1_A,A,e02084,e02084_1,1,B,2021,7,19,97,-158.693,55.9748,sample,7:45,,plate,3_2022,E02,16.029,21.065
e02085_1_A,A,e02085,e02085_1,1,B,2021,7,19,NA,NA,NA,sample,8:35,,plate,3_2022,F02,16.76,20.983
e02086_1_A,A,e02086,e02086_1,1,B,2021,7,19,NA,NA,NA,sample,8:35,,plate,3_2022,G02,5.627,18.174
e02087_1_A,A,e02087,e02087_1,1,B,2021,7,19,NA,NA,NA,sample,8:35,,plate,3_2022,H02,7.681,19.939
e02088_1_A,A,e02088,e02088_1,1,B,2021,7,20,98,-153.548,57.9204,sample,18:49,,plate,3_2022,A03,7.98,20.92
e02089_1_A,A,e02089,e02089_1,1,B,2021,7,20,98,-153.548,57.9204,sample,18:49,,plate,3_2022,B03,6.256,20.684
e02090_1_A,A,e02090,e02090_1,1,B,2021,7,20,98,-153.548,57.9204,sample,18:49,,plate,3_2022,C03,7.223,17.726
e02091_1_A,A,e02091,e02091_1,1,B,2021,7,20,100,-153.51,57.9098,sample,20:18,,plate,3_2022,D03,2.301,19.253
e02092_1_A,A,e02092,e02092_1,1,B,2021,7,20,100,-153.51,57.9098,sample,20:18,,plate,3_2022,E03,6.735,19.376
e02093_1_A,A,e02093,e02093_1,1,B,2021,7,20,100,-153.51,57.9098,sample,20:18,,plate,3_2022,F03,5.83,20.989
e02094_1_A,A,e02094,e02094_1,1,B,2021,7,20,99,-153.513,57.9117,sample,19:49,,plate,3_2022,G03,11.857,20.707
e02095_1_A,A,e02095,e02095_1,1,B,2021,7,20,99,-153.513,57.9117,sample,19:49,,plate,3_2022,H03,8.41,21.775
e02096_1_A,A,e02096,e02096_1,1,B,2021,7,20,99,-153.513,57.9117,sample,19:49,,plate,3_2022,A04,21.178,20.04
e02097_1_A,A,e02097,e02097_1,1,B,2021,7,21,102,-153.453,57.9611,sample,7:51,,plate,3_2022,B04,7.779,19.219
e02098_1_A,A,e02098,e02098_1,1,B,2021,7,21,102,-153.453,57.9611,sample,7:51,,plate,3_2022,C04,7.457,18.558
e02099_1_A,A,e02099,e02099_1,1,B,2021,7,21,102,-153.453,57.9611,sample,7:51,,plate,3_2022,D04,7.923,17.935
e02100_1_A,A,e02100,e02100_1,1,B,2021,7,21,101,-153.44,57.9594,sample,6:53,,plate,3_2022,E04,12.964,18.375
e02101_1_A,A,e02101,e02101_1,1,B,2021,7,21,101,-153.44,57.9594,sample,6:53,,plate,3_2022,F04,1.254,19.782
e02102_1_A,A,e02102,e02102_1,1,B,2021,7,21,101,-153.44,57.9594,sample,6:53,,plate,3_2022,G04,13.608,19.883
e02103_1_A,A,e02103,e02103_1,1,B,2021,7,21,NA,NA,NA,sample,NA,,plate,3_2022,H04,0.293,3.773
e02104_1_A,A,e02104,e02104_1,1,B,2021,7,21,NA,NA,NA,sample,NA,,plate,3_2022,A05,0.292,1.161
e02105_1_A,A,e02105,e02105_1,1,B,2021,7,21,NA,NA,NA,sample,NA,,plate,3_2022,B05,0.287,3.183
e02106_1_A,A,e02106,e02106_1,1,B,2021,7,21,103,-152.787,58.0749,sample,14:47,,plate,3_2022,C05,6.71,12.324
e02107_1_A,A,e02107,e02107_1,1,B,2021,7,21,103,-152.787,58.0749,sample,14:47,,plate,3_2022,D05,6.44,15.403
e02108_1_A,A,e02108,e02108_1,1,B,2021,7,21,103,-152.787,58.0749,sample,14:47,,plate,3_2022,E05,7.498,17.78
e02109_1_A,A,e02109,e02109_1,1,B,2021,7,21,104,-152.765,58.0693,sample,15:40,,plate,3_2022,F05,5.937,17.64
e02110_1_A,A,e02110,e02110_1,1,B,2021,7,21,104,-152.765,58.0693,sample,15:40,,plate,3_2022,G05,7.496,19.332
e02111_1_A,A,e02111,e02111_1,1,B,2021,7,21,104,-152.765,58.0693,sample,15:40,,plate,3_2022,H05,6.305,19.003
e02072_2_A,D,e02072,e02072_2,2,B,2021,7,18,93,-159.368,55.7722,sample,11:50,,plate,3_2022,A06,12.586,20.495
e02073_2_A,D,e02073,e02073_2,2,B,2021,7,18,94,-159.357,55.7877,sample,12:36,,plate,3_2022,B06,7.391,21.116
e02074_2_A,D,e02074,e02074_2,2,B,2021,7,18,94,-159.357,55.7877,sample,12:36,,plate,3_2022,C06,1.671,14.012
e02075_2_A,D,e02075,e02075_2,2,B,2021,7,18,94,-159.357,55.7877,sample,12:36,,plate,3_2022,D06,7.229,18.037
e02076_2_A,D,e02076,e02076_2,2,B,2021,7,18,95,-158.825,55.8845,sample,17:34,,plate,3_2022,E06,11.023,11.679
e02077_2_A,D,e02077,e02077_2,2,B,2021,7,18,95,-158.825,55.8845,sample,17:34,,plate,3_2022,F06,23.668,17.444
e02078_2_A,D,e02078,e02078_2,2,B,2021,7,18,95,-158.825,55.8845,sample,17:34,,plate,3_2022,G06,24.872,20.147
e02079_2_A,D,e02079,e02079_2,2,B,2021,7,18,96,-158.821,55.8845,sample,18:02,,plate,3_2022,H06,15.751,21.221
e02080_2_A,D,e02080,e02080_2,2,B,2021,7,18,96,-158.821,55.8845,sample,18:02,,plate,3_2022,A07,28.444,20.71
e02081_2_A,D,e02081,e02081_2,2,B,2021,7,18,96,-158.821,55.8845,sample,18:02,,plate,3_2022,B07,22.52,18.293
e02082_2_A,D,e02082,e02082_2,2,B,2021,7,19,97,-158.693,55.9748,sample,7:45,,plate,3_2022,C07,13.657,20.149
e02083_2_A,D,e02083,e02083_2,2,B,2021,7,19,97,-158.693,55.9748,sample,7:45,,plate,3_2022,D07,15.444,21.846
e02084_2_A,D,e02084,e02084_2,2,B,2021,7,19,97,-158.693,55.9748,sample,7:45,,plate,3_2022,E07,14.342,22.064
e02085_2_A,D,e02085,e02085_2,2,B,2021,7,19,NA,NA,NA,sample,8:35,,plate,3_2022,F07,13.693,16.78
e02086_2_A,D,e02086,e02086_2,2,B,2021,7,19,NA,NA,NA,sample,8:35,,plate,3_2022,G07,4.826,18.187
e02087_2_A,D,e02087,e02087_2,2,B,2021,7,19,NA,NA,NA,sample,8:35,,plate,3_2022,H07,6.648,22.261
e02088_2_A,D,e02088,e02088_2,2,B,2021,7,20,98,-153.548,57.9204,sample,18:49,,plate,3_2022,A08,7.702,22.388
e02089_2_A,D,e02089,e02089_2,2,B,2021,7,20,98,-153.548,57.9204,sample,18:49,,plate,3_2022,B08,6.329,17.752
e02090_2_A,D,e02090,e02090_2,2,B,2021,7,20,98,-153.548,57.9204,sample,18:49,,plate,3_2022,C08,5.863,19.477
e02091_2_A,D,e02091,e02091_2,2,B,2021,7,20,100,-153.51,57.9098,sample,20:18,,plate,3_2022,D08,1.5,20.272
e02092_2_A,D,e02092,e02092_2,2,B,2021,7,20,100,-153.51,57.9098,sample,20:18,,plate,3_2022,E08,5.902,17.823
e02093_2_A,D,e02093,e02093_2,2,B,2021,7,20,100,-153.51,57.9098,sample,20:18,,plate,3_2022,F08,1.531,17.701
e02094_2_A,D,e02094,e02094_2,2,B,2021,7,20,99,-153.513,57.9117,sample,19:49,,plate,3_2022,G08,11.593,20.737
e02095_2_A,D,e02095,e02095_2,2,B,2021,7,20,99,-153.513,57.9117,sample,19:49,,plate,3_2022,H08,9.863,18.645
e02096_2_A,D,e02096,e02096_2,2,B,2021,7,20,99,-153.513,57.9117,sample,19:49,,plate,3_2022,A09,21.549,16.898
e02097_2_A,D,e02097,e02097_2,2,B,2021,7,21,102,-153.453,57.9611,sample,7:51,,plate,3_2022,B09,9.696,19.857
e02098_2_A,D,e02098,e02098_2,2,B,2021,7,21,102,-153.453,57.9611,sample,7:51,,plate,3_2022,C09,7.365,19.817
e02099_2_A,D,e02099,e02099_2,2,B,2021,7,21,102,-153.453,57.9611,sample,7:51,,plate,3_2022,D09,9.738,22.033
e02100_2_A,D,e02100,e02100_2,2,B,2021,7,21,101,-153.44,57.9594,sample,6:53,,plate,3_2022,E09,16.669,23.111
e02101_2_A,D,e02101,e02101_2,2,B,2021,7,21,101,-153.44,57.9594,sample,6:53,,plate,3_2022,F09,7.09,22.01
e02102_2_A,D,e02102,e02102_2,2,B,2021,7,21,101,-153.44,57.9594,sample,6:53,,plate,3_2022,G09,12.166,22.83
e02103_2_A,D,e02103,e02103_2,2,B,2021,7,21,NA,NA,NA,sample,NA,,plate,3_2022,H09,0.304,2.63
e02104_2_A,D,e02104,e02104_2,2,B,2021,7,21,NA,NA,NA,sample,NA,,plate,3_2022,A10,0.3,16.094
e02105_2_A,D,e02105,e02105_2,2,B,2021,7,21,NA,NA,NA,sample,NA,,plate,3_2022,B10,0.3,11.337
e02106_2_A,D,e02106,e02106_2,2,B,2021,7,21,103,-152.787,58.0749,sample,14:47,,plate,3_2022,C10,7.486,20.633
e02107_2_A,D,e02107,e02107_2,2,B,2021,7,21,103,-152.787,58.0749,sample,14:47,,plate,3_2022,D10,7.783,20.362
e02108_2_A,D,e02108,e02108_2,2,B,2021,7,21,103,-152.787,58.0749,sample,14:47,,plate,3_2022,E10,6.888,21.303
e02109_2_A,D,e02109,e02109_2,2,B,2021,7,21,104,-152.765,58.0693,sample,15:40,,plate,3_2022,F10,6.089,23.03
e02110_2_A,D,e02110,e02110_2,2,B,2021,7,21,104,-152.765,58.0693,sample,15:40,,plate,3_2022,G10,6.954,19.868
e02111_2_A,D,e02111,e02111_2,2,B,2021,7,21,104,-152.765,58.0693,sample,15:40,,plate,3_2022,H10,6.206,22.96
NC1_3_A,D,NC1_3,NC1_3_,,B,,,,,,,PCR_blank,,,,,A11,NA,2.668
NC2_3_A,D,NC2_3,NC2_3_,,B,,,,,,,PCR_blank,,,,,B11,NA,2.344
PC1_3_A,D,PC1_3,PC1_3_,,B,,,,,,,positive_control,,,,,C11,NA,22.57
e02072_1_B,B,e02072,e02072_1,1,B,2021,7,18,93,-159.368,55.7722,sample,11:50,,plate,3_2022,A01,12.663,24.526
e02073_1_B,B,e02073,e02073_1,1,B,2021,7,18,94,-159.357,55.7877,sample,12:36,,plate,3_2022,B01,8.193,22.179
e02074_1_B,B,e02074,e02074_1,1,B,2021,7,18,94,-159.357,55.7877,sample,12:36,,plate,3_2022,C01,2.17,21.518
e02075_1_B,B,e02075,e02075_1,1,B,2021,7,18,94,-159.357,55.7877,sample,12:36,,plate,3_2022,D01,7.732,23.192
e02076_1_B,B,e02076,e02076_1,1,B,2021,7,18,95,-158.825,55.8845,sample,17:34,,plate,3_2022,E01,10.271,24.535
e02077_1_B,B,e02077,e02077_1,1,B,2021,7,18,95,-158.825,55.8845,sample,17:34,,plate,3_2022,F01,7.616,24.129
e02078_1_B,B,e02078,e02078_1,1,B,2021,7,18,95,-158.825,55.8845,sample,17:34,,plate,3_2022,G01,26.397,23.133
e02079_1_B,B,e02079,e02079_1,1,B,2021,7,18,96,-158.821,55.8845,sample,18:02,,plate,3_2022,H01,13.428,21.58
e02080_1_B,B,e02080,e02080_1,1,B,2021,7,18,96,-158.821,55.8845,sample,18:02,,plate,3_2022,A02,26.047,20.722
e02081_1_B,B,e02081,e02081_1,1,B,2021,7,18,96,-158.821,55.8845,sample,18:02,,plate,3_2022,B02,23.416,19.808
