Sample_ID,pcr_replicate,biological_replicate,extraction_ID,extraction_replicate,run,collection_year,collection_month,collection_day,location1,longitude,latitude,sample_type,time_of_day,extraction_date,plate_or_vial,extraction_plate,extraction_well,dna_conc,pcr_conc
e02082_1_B,B,e02082,e02082_1,1,B,2021,7,19,97,-158.693,55.9748,sample,7:45,,plate,3_2022,C02,11.425,19.274
e02083_1_B,B,e02083,e02083_1,1,B,2021,7,19,97,-158.693,55.9748,sample,7:45,,plate,3_2022,D02,15.441,20.328
e02084_1_B,B,e02084,e02084_1,1,B,2021,7,19,97,-158.693,55.9748,sample,7:45,,plate,3_2022,E02,16.029,21.722
e02085_1_B,B,e02085,e02085_1,1,B,2021,7,19,NA,NA,NA,sample,8:35,,plate,3_2022,F02,16.76,21.41
e02086_1_B,B,e02086,e02086_1,1,B,2021,7,19,NA,NA,NA,sample,8:35,,plate,3_2022,G02,5.627,19.891
e02087_1_B,B,e02087,e02087_1,1,B,2021,7,19,NA,NA,NA,sample,8:35,,plate,3_2022,H02,7.681,20.449
e02088_1_B,B,e02088,e02088_1,1,B,2021,7,20,98,-153.548,57.9204,sample,18:49,,plate,3_2022,A03,7.98,23.393
e02089_1_B,B,e02089,e02089_1,1,B,2021,7,20,98,-153.548,57.9204,sample,18:49,,plate,3_2022,B03,6.256,20.58
e02090_1_B,B,e02090,e02090_1,1,B,2021,7,20,98,-153.548,57.9204,sample,18:49,,plate,3_2022,C03,7.223,19.3
e02091_1_B,B,e02091,e02091_1,1,B,2021,7,20,100,-153.51,57.9098,sample,20:18,,plate,3_2022,D03,2.301,21.105
e02092_1_B,B,e02092,e02092_1,1,B,2021,7,20,100,-153.51,57.9098,sample,20:18,,plate,3_2022,E03,6.735,19.883
e02093_1_B,B,e02093,e02093_1,1,B,2021,7,20,100,-153.51,57.9098,sample,20:18,,plate,3_2022,F03,5.83,21.369
e02094_1_B,B,e02094,e02094_1,1,B,2021,7,20,99,-153.513,57.9117,sample,19:49,,plate,3_2022,G03,11.857,20.611
e02095_1_B,B,e02095,e02095_1,1,B,2021,7,20,99,-153.513,57.9117,sample,19:49,,plate,3_2022,H03,8.41,19.859
e02096_1_B,B,e02096,e02096_1,1,B,2021,7,20,99,-153.513,57.9117,sample,19:49,,plate,3_2022,A04,21.178,21.544
e02097_1_B,B,e02097,e02097_1,1,B,2021,7,21,102,-153.453,57.9611,sample,7:51,,plate,3_2022,B04,7.779,20.74
e02098_1_B,B,e02098,e02098_1,1,B,2021,7,21,102,-153.453,57.9611,sample,7:51,,plate,3_2022,C04,7.457,21.408
e02099_1_B,B,e02099,e02099_1,1,B,2021,7,21,102,-153.453,57.9611,sample,7:51,,plate,3_2022,D04,7.923,19.773
e02100_1_B,B,e02100,e02100_1,1,B,2021,7,21,101,-153.44,57.9594,sample,6:53,,plate,3_2022,E04,12.964,20.139
e02101_1_B,B,e02101,e02101_1,1,B,2021,7,21,101,-153.44,57.9594,sample,6:53,,plate,3_2022,F04,1.254,21.388
e02102_1_B,B,e02102,e02102_1,1,B,2021,7,21,101,-153.44,57.9594,sample,6:53,,plate,3_2022,G04,13.608,20.44
e02103_1_B,B,e02103,e02103_1,1,B,2021,7,21,NA,NA,NA,sample,NA,,plate,3_2022,H04,0.293,13.712
e02104_1_B,B,e02104,e02104_1,1,B,2021,7,21,NA,NA,NA,sample,NA,,plate,3_2022,A05,0.292,12.409
e02105_1_B,B,e02105,e02105_1,1,B,2021,7,21,NA,NA,NA,sample,NA,,plate,3_2022,B05,0.287,1.026
e02106_1_B,B,e02106,e02106_1,1,B,2021,7,21,103,-152.787,58.0749,sample,14:47,,plate,3_2022,C05,6.71,18.024
e02107_1_B,B,e02107,e02107_1,1,B,2021,7,21,103,-152.787,58.0749,sample,14:47,,plate,3_2022,D05,6.44,17.012
e02108_1_B,B,e02108,e02108_1,1,B,2021,7,21,103,-152.787,58.0749,sample,14:47,,plate,3_2022,E05,7.498,16.644
e02109_1_B,B,e02109,e02109_1,1,B,2021,7,21,104,-152.765,58.0693,sample,15:40,,plate,3_2022,F05,5.937,17.939
e02110_1_B,B,e02110,e02110_1,1,B,2021,7,21,104,-152.765,58.0693,sample,15:40,,plate,3_2022,G05,7.496,18.965
e02111_1_B,B,e02111,e02111_1,1,B,2021,7,21,104,-152.765,58.0693,sample,15:40,,plate,3_2022,H05,6.305,20.096
e02072_2_B,E,e02072,e02072_2,2,B,2021,7,18,93,-159.368,55.7722,sample,11:50,,plate,3_2022,A06,12.586,22.698
e02073_2_B,E,e02073,e02073_2,2,B,2021,7,18,94,-159.357,55.7877,sample,12:36,,plate,3_2022,B06,7.391,23.406
e02074_2_B,E,e02074,e02074_2,2,B,2021,7,18,94,-159.357,55.7877,sample,12:36,,plate,3_2022,C06,1.671,14.408
e02075_2_B,E,e02075,e02075_2,2,B,2021,7,18,94,-159.357,55.7877,sample,12:36,,plate,3_2022,D06,7.229,19.104
e02076_2_B,E,e02076,e02076_2,2,B,2021,7,18,95,-158.825,55.8845,sample,17:34,,plate,3_2022,E06,11.023,11.444
e02077_2_B,E,e02077,e02077_2,2,B,2021,7,18,95,-158.825,55.8845,sample,17:34,,plate,3_2022,F06,23.668,19.586
e02078_2_B,E,e02078,e02078_2,2,B,2021,7,18,95,-158.825,55.8845,sample,17:34,,plate,3_2022,G06,24.872,18.076
e02079_2_B,E,e02079,e02079_2,2,B,2021,7,18,96,-158.821,55.8845,sample,18:02,,plate,3_2022,H06,15.751,20.186
e02080_2_B,E,e02080,e02080_2,2,B,2021,7,18,96,-158.821,55.8845,sample,18:02,,plate,3_2022,A07,28.444,23.152
e02081_2_B,E,e02081,e02081_2,2,B,2021,7,18,96,-158.821,55.8845,sample,18:02,,plate,3_2022,B07,22.52,21.569
e02082_2_B,E,e02082,e02082_2,2,B,2021,7,19,97,-158.693,55.9748,sample,7:45,,plate,3_2022,C07,13.657,20.892
e02083_2_B,E,e02083,e02083_2,2,B,2021,7,19,97,-158.693,55.9748,sample,7:45,,plate,3_2022,D07,15.444,20.504
e02084_2_B,E,e02084,e02084_2,2,B,2021,7,19,97,-158.693,55.9748,sample,7:45,,plate,3_2022,E07,14.342,22.934
e02085_2_B,E,e02085,e02085_2,2,B,2021,7,19,NA,NA,NA,sample,8:35,,plate,3_2022,F07,13.693,20.89
e02086_2_B,E,e02086,e02086_2,2,B,2021,7,19,NA,NA,NA,sample,8:35,,plate,3_2022,G07,4.826,21.187
e02087_2_B,E,e02087,e02087_2,2,B,2021,7,19,NA,NA,NA,sample,8:35,,plate,3_2022,H07,6.648,23.106
e02088_2_B,E,e02088,e02088_2,2,B,2021,7,20,98,-153.548,57.9204,sample,18:49,,plate,3_2022,A08,7.702,27.1
e02089_2_B,E,e02089,e02089_2,2,B,2021,7,20,98,-153.548,57.9204,sample,18:49,,plate,3_2022,B08,6.329,19.627
e02090_2_B,E,e02090,e02090_2,2,B,2021,7,20,98,-153.548,57.9204,sample,18:49,,plate,3_2022,C08,5.863,18.121
e02091_2_B,E,e02091,e02091_2,2,B,2021,7,20,100,-153.51,57.9098,sample,20:18,,plate,3_2022,D08,1.5,19.232
e02092_2_B,E,e02092,e02092_2,2,B,2021,7,20,100,-153.51,57.9098,sample,20:18,,plate,3_2022,E08,5.902,17.441
e02093_2_B,E,e02093,e02093_2,2,B,2021,7,20,100,-153.51,57.9098,sample,20:18,,plate,3_2022,F08,1.531,19.168
e02094_2_B,E,e02094,e02094_2,2,B,2021,7,20,99,-153.513,57.9117,sample,19:49,,plate,3_2022,G08,11.593,21.659
e02095_2_B,E,e02095,e02095_2,2,B,2021,7,20,99,-153.513,57.9117,sample,19:49,,plate,3_2022,H08,9.863,21.581
e02096_2_B,E,e02096,e02096_2,2,B,2021,7,20,99,-153.513,57.9117,sample,19:49,,plate,3_2022,A09,21.549,20.235
e02097_2_B,E,e02097,e02097_2,2,B,2021,7,21,102,-153.453,57.9611,sample,7:51,,plate,3_2022,B09,9.696,22.902
e02098_2_B,E,e02098,e02098_2,2,B,2021,7,21,102,-153.453,57.9611,sample,7:51,,plate,3_2022,C09,7.365,20.759
e02099_2_B,E,e02099,e02099_2,2,B,2021,7,21,102,-153.453,57.9611,sample,7:51,,plate,3_2022,D09,9.738,22.848
e02100_2_B,E,e02100,e02100_2,2,B,2021,7,21,101,-153.44,57.9594,sample,6:53,,plate,3_2022,E09,16.669,22.783
e02101_2_B,E,e02101,e02101_2,2,B,2021,7,21,101,-153.44,57.9594,sample,6:53,,plate,3_2022,F09,7.09,18.84
e02102_2_B,E,e02102,e02102_2,2,B,2021,7,21,101,-153.44,57.9594,sample,6:53,,plate,3_2022,G09,12.166,23.062
e02103_2_B,E,e02103,e02103_2,2,B,2021,7,21,NA,NA,NA,sample,NA,,plate,3_2022,H09,0.304,2.058
e02104_2_B,E,e02104,e02104_2,2,B,2021,7,21,NA,NA,NA,sample,NA,,plate,3_2022,A10,0.3,5.257
e02105_2_B,E,e02105,e02105_2,2,B,2021,7,21,NA,NA,NA,sample,NA,,plate,3_2022,B10,0.3,1.898
e02106_2_B,E,e02106,e02106_2,2,B,2021,7,21,103,-152.787,58.0749,sample,14:47,,plate,3_2022,C10,7.486,23.877
e02107_2_B,E,e02107,e02107_2,2,B,2021,7,21,103,-152.787,58.0749,sample,14:47,,plate,3_2022,D10,7.783,22.521
e02108_2_B,E,e02108,e02108_2,2,B,2021,7,21,103,-152.787,58.0749,sample,14:47,,plate,3_2022,E10,6.888,23.285
e02109_2_B,E,e02109,e02109_2,2,B,2021,7,21,104,-152.765,58.0693,sample,15:40,,plate,3_2022,F10,6.089,26.626
e02110_2_B,E,e02110,e02110_2,2,B,2021,7,21,104,-152.765,58.0693,sample,15:40,,plate,3_2022,G10,6.954,21.552
e02111_2_B,E,e02111,e02111_2,2,B,2021,7,21,104,-152.765,58.0693,sample,15:40,,plate,3_2022,H10,6.206,22.257
NC1_3_B,E,NC1_3,NC1_3_,,B,,,,,,,PCR_blank,,,,,A11,NA,2.601
NC2_3_B,E,NC2_3,NC2_3_,,B,,,,,,,PCR_blank,,,,,B11,NA,2.395
PC1_3_B,E,PC1_3,PC1_3_,,B,,,,,,,positive_control,,,,,C11,NA,22.435
e02072_1_C,C,e02072,e02072_1,1,B,2021,7,18,93,-159.368,55.7722,sample,11:50,,plate,3_2022,A01,12.663,27.108
e02073_1_C,C,e02073,e02073_1,1,B,2021,7,18,94,-159.357,55.7877,sample,12:36,,plate,3_2022,B01,8.193,25.982
e02074_1_C,C,e02074,e02074_1,1,B,2021,7,18,94,-159.357,55.7877,sample,12:36,,plate,3_2022,C01,2.17,19.479
e02075_1_C,C,e02075,e02075_1,1,B,2021,7,18,94,-159.357,55.7877,sample,12:36,,plate,3_2022,D01,7.732,27.173
e02076_1_C,C,e02076,e02076_1,1,B,2021,7,18,95,-158.825,55.8845,sample,17:34,,plate,3_2022,E01,10.271,26.939
e02077_1_C,C,e02077,e02077_1,1,B,2021,7,18,95,-158.825,55.8845,sample,17:34,,plate,3_2022,F01,7.616,29.887
e02078_1_C,C,e02078,e02078_1,1,B,2021,7,18,95,-158.825,55.8845,sample,17:34,,plate,3_2022,G01,26.397,22.621
e02079_1_C,C,e02079,e02079_1,1,B,2021,7,18,96,-158.821,55.8845,sample,18:02,,plate,3_2022,H01,13.428,9.373
e02080_1_C,C,e02080,e02080_1,1,B,2021,7,18,96,-158.821,55.8845,sample,18:02,,plate,3_2022,A02,26.047,20.192
e02081_1_C,C,e02081,e02081_1,1,B,2021,7,18,96,-158.821,55.8845,sample,18:02,,plate,3_2022,B02,23.416,19.581
e02082_1_C,C,e02082,e02082_1,1,B,2021,7,19,97,-158.693,55.9748,sample,7:45,,plate,3_2022,C02,11.425,19.045
e02083_1_C,C,e02083,e02083_1,1,B,2021,7,19,97,-158.693,55.9748,sample,7:45,,plate,3_2022,D02,15.441,20.131
e02084_1_C,C,e02084,e02084_1,1,B,2021,7,19,97,-158.693,55.9748,sample,7:45,,plate,3_2022,E02,16.029,18.448
e02085_1_C,C,e02085,e02085_1,1,B,2021,7,19,NA,NA,NA,sample,8:35,,plate,3_2022,F02,16.76,20.687
e02086_1_C,C,e02086,e02086_1,1,B,2021,7,19,NA,NA,NA,sample,8:35,,plate,3_2022,G02,5.627,19.037
e02087_1_C,C,e02087,e02087_1,1,B,2021,7,19,NA,NA,NA,sample,8:35,,plate,3_2022,H02,7.681,18.77
e02088_1_C,C,e02088,e02088_1,1,B,2021,7,20,98,-153.548,57.9204,sample,18:49,,plate,3_2022,A03,7.98,23.31
e02089_1_C,C,e02089,e02089_1,1,B,2021,7,20,98,-153.548,57.9204,sample,18:49,,plate,3_2022,B03,6.256,20.27
e02090_1_C,C,e02090,e02090_1,1,B,2021,7,20,98,-153.548,57.9204,sample,18:49,,plate,3_2022,C03,7.223,18.062
e02091_1_C,C,e02091,e02091_1,1,B,2021,7,20,100,-153.51,57.9098,sample,20:18,,plate,3_2022,D03,2.301,16.898
e02092_1_C,C,e02092,e02092_1,1,B,2021,7,20,100,-153.51,57.9098,sample,20:18,,plate,3_2022,E03,6.735,18.475
e02093_1_C,C,e02093,e02093_1,1,B,2021,7,20,100,-153.51,57.9098,sample,20:18,,plate,3_2022,F03,5.83,20.064
e02094_1_C,C,e02094,e02094_1,1,B,2021,7,20,99,-153.513,57.9117,sample,19:49,,plate,3_2022,G03,11.857,19.828
e02095_1_C,C,e02095,e02095_1,1,B,2021,7,20,99,-153.513,57.9117,sample,19:49,,plate,3_2022,H03,8.41,19.093
e02096_1_C,C,e02096,e02096_1,1,B,2021,7,20,99,-153.513,57.9117,sample,19:49,,plate,3_2022,A04,21.178,19.852
e02097_1_C,C,e02097,e02097_1,1,B,2021,7,21,102,-153.453,57.9611,sample,7:51,,plate,3_2022,B04,7.779,19.089
e02098_1_C,C,e02098,e02098_1,1,B,2021,7,21,102,-153.453,57.9611,sample,7:51,,plate,3_2022,C04,7.457,18.915
e02099_1_C,C,e02099,e02099_1,1,B,2021,7,21,102,-153.453,57.9611,sample,7:51,,plate,3_2022,D04,7.923,17.075
e02100_1_C,C,e02100,e02100_1,1,B,2021,7,21,101,-153.44,57.9594,sample,6:53,,plate,3_2022,E04,12.964,16.943
e02101_1_C,C,e02101,e02101_1,1,B,2021,7,21,101,-153.44,57.9594,sample,6:53,,plate,3_2022,F04,1.254,14.4
e02102_1_C,C,e02102,e02102_1,1,B,2021,7,21,101,-153.44,57.9594,sample,6:53,,plate,3_2022,G04,13.608,16.013
e02103_1_C,C,e02103,e02103_1,1,B,2021,7,21,NA,NA,NA,sample,NA,,plate,3_2022,H04,0.293,12.803
e02104_1_C,C,e02104,e02104_1,1,B,2021,7,21,NA,NA,NA,sample,NA,,plate,3_2022,A05,0.292,5.154
e02105_1_C,C,e02105,e02105_1,1,B,2021,7,21,NA,NA,NA,sample,NA,,plate,3_2022,B05,0.287,7.016
e02106_1_C,C,e02106,e02106_1,1,B,2021,7,21,103,-152.787,58.0749,sample,14:47,,plate,3_2022,C05,6.71,17.254
e02107_1_C,C,e02107,e02107_1,1,B,2021,7,21,103,-152.787,58.0749,sample,14:47,,plate,3_2022,D05,6.44,16.37
e02108_1_C,C,e02108,e02108_1,1,B,2021,7,21,103,-152.787,58.0749,sample,14:47,,plate,3_2022,E05,7.498,16.353
e02109_1_C,C,e02109,e02109_1,1,B,2021,7,21,104,-152.765,58.0693,sample,15:40,,plate,3_2022,F05,5.937,16.547
e02110_1_C,C,e02110,e02110_1,1,B,2021,7,21,104,-152.765,58.0693,sample,15:40,,plate,3_2022,G05,7.496,16.712
e02111_1_C,C,e02111,e02111_1,1,B,2021,7,21,104,-152.765,58.0693,sample,15:40,,plate,3_2022,H05,6.305,17.935
e02072_2_C,F,e02072,e02072_2,2,B,2021,7,18,93,-159.368,55.7722,sample,11:50,,plate,3_2022,A06,12.586,21.784
e02073_2_C,F,e02073,e02073_2,2,B,2021,7,18,94,-159.357,55.7877,sample,12:36,,plate,3_2022,B06,7.391,21.284
e02074_2_C,F,e02074,e02074_2,2,B,2021,7,18,94,-159.357,55.7877,sample,12:36,,plate,3_2022,C06,1.671,15.879
e02075_2_C,F,e02075,e02075_2,2,B,2021,7,18,94,-159.357,55.7877,sample,12:36,,plate,3_2022,D06,7.229,14.953
e02076_2_C,F,e02076,e02076_2,2,B,2021,7,18,95,-158.825,55.8845,sample,17:34,,plate,3_2022,E06,11.023,6.836
e02077_2_C,F,e02077,e02077_2,2,B,2021,7,18,95,-158.825,55.8845,sample,17:34,,plate,3_2022,F06,23.668,18.64
e02078_2_C,F,e02078,e02078_2,2,B,2021,7,18,95,-158.825,55.8845,sample,17:34,,plate,3_2022,G06,24.872,16.66
e02079_2_C,F,e02079,e02079_2,2,B,2021,7,18,96,-158.821,55.8845,sample,18:02,,plate,3_2022,H06,15.751,21.225
e02080_2_C,F,e02080,e02080_2,2,B,2021,7,18,96,-158.821,55.8845,sample,18:02,,plate,3_2022,A07,28.444,23.287
e02081_2_C,F,e02081,e02081_2,2,B,2021,7,18,96,-158.821,55.8845,sample,18:02,,plate,3_2022,B07,22.52,21.492
e02082_2_C,F,e02082,e02082_2,2,B,2021,7,19,97,-158.693,55.9748,sample,7:45,,plate,3_2022,C07,13.657,19.658
e02083_2_C,F,e02083,e02083_2,2,B,2021,7,19,97,-158.693,55.9748,sample,7:45,,plate,3_2022,D07,15.444,19.272
e02084_2_C,F,e02084,e02084_2,2,B,2021,7,19,97,-158.693,55.9748,sample,7:45,,plate,3_2022,E07,14.342,20.162
e02085_2_C,F,e02085,e02085_2,2,B,2021,7,19,NA,NA,NA,sample,8:35,,plate,3_2022,F07,13.693,19.684
e02086_2_C,F,e02086,e02086_2,2,B,2021,7,19,NA,NA,NA,sample,8:35,,plate,3_2022,G07,4.826,18.76
e02087_2_C,F,e02087,e02087_2,2,B,2021,7,19,NA,NA,NA,sample,8:35,,plate,3_2022,H07,6.648,19.307
e02088_2_C,F,e02088,e02088_2,2,B,2021,7,20,98,-153.548,57.9204,sample,18:49,,plate,3_2022,A08,7.702,23.151
e02089_2_C,F,e02089,e02089_2,2,B,2021,7,20,98,-153.548,57.9204,sample,18:49,,plate,3_2022,B08,6.329,19.713
e02090_2_C,F,e02090,e02090_2,2,B,2021,7,20,98,-153.548,57.9204,sample,18:49,,plate,3_2022,C08,5.863,19.043
e02091_2_C,F,e02091,e02091_2,2,B,2021,7,20,100,-153.51,57.9098,sample,20:18,,plate,3_2022,D08,1.5,17.684
e02092_2_C,F,e02092,e02092_2,2,B,2021,7,20,100,-153.51,57.9098,sample,20:18,,plate,3_2022,E08,5.902,15.407
e02093_2_C,F,e02093,e02093_2,2,B,2021,7,20,100,-153.51,57.9098,sample,20:18,,plate,3_2022,F08,1.531,18.346
e02094_2_C,F,e02094,e02094_2,2,B,2021,7,20,99,-153.513,57.9117,sample,19:49,,plate,3_2022,G08,11.593,18.635
e02095_2_C,F,e02095,e02095_2,2,B,2021,7,20,99,-153.513,57.9117,sample,19:49,,plate,3_2022,H08,9.863,17.67
e02096_2_C,F,e02096,e02096_2,2,B,2021,7,20,99,-153.513,57.9117,sample,19:49,,plate,3_2022,A09,21.549,20.145
e02097_2_C,F,e02097,e02097_2,2,B,2021,7,21,102,-153.453,57.9611,sample,7:51,,plate,3_2022,B09,9.696,20.832
e02098_2_C,F,e02098,e02098_2,2,B,2021,7,21,102,-153.453,57.9611,sample,7:51,,plate,3_2022,C09,7.365,20.088
e02099_2_C,F,e02099,e02099_2,2,B,2021,7,21,102,-153.453,57.9611,sample,7:51,,plate,3_2022,D09,9.738,20.253
e02100_2_C,F,e02100,e02100_2,2,B,2021,7,21,101,-153.44,57.9594,sample,6:53,,plate,3_2022,E09,16.669,20.091
e02101_2_C,F,e02101,e02101_2,2,B,2021,7,21,101,-153.44,57.9594,sample,6:53,,plate,3_2022,F09,7.09,20.676
e02102_2_C,F,e02102,e02102_2,2,B,2021,7,21,101,-153.44,57.9594,sample,6:53,,plate,3_2022,G09,12.166,19.664
e02103_2_C,F,e02103,e02103_2,2,B,2021,7,21,NA,NA,NA,sample,NA,,plate,3_2022,H09,0.304,1.776
e02104_2_C,F,e02104,e02104_2,2,B,2021,7,21,NA,NA,NA,sample,NA,,plate,3_2022,A10,0.3,7.39
e02105_2_C,F,e02105,e02105_2,2,B,2021,7,21,NA,NA,NA,sample,NA,,plate,3_2022,B10,0.3,1.74
e02106_2_C,F,e02106,e02106_2,2,B,2021,7,21,103,-152.787,58.0749,sample,14:47,,plate,3_2022,C10,7.486,19.858
e02107_2_C,F,e02107,e02107_2,2,B,2021,7,21,103,-152.787,58.0749,sample,14:47,,plate,3_2022,D10,7.783,19.149
e02108_2_C,F,e02108,e02108_2,2,B,2021,7,21,103,-152.787,58.0749,sample,14:47,,plate,3_2022,E10,6.888,21.233
e02109_2_C,F,e02109,e02109_2,2,B,2021,7,21,104,-152.765,58.0693,sample,15:40,,plate,3_2022,F10,6.089,22.213
e02110_2_C,F,e02110,e02110_2,2,B,2021,7,21,104,-152.765,58.0693,sample,15:40,,plate,3_2022,G10,6.954,19.97
e02111_2_C,F,e02111,e02111_2,2,B,2021,7,21,104,-152.765,58.0693,sample,15:40,,plate,3_2022,H10,6.206,18.535
NC1_3_C,F,NC1_3,NC1_3_,,B,,,,,,,PCR_blank,,,,,A11,NA,7.522
NC2_3_C,F,NC2_3,NC2_3_,,B,,,,,,,PCR_blank,,,,,B11,NA,3.976
PC1_3_C,F,PC1_3,PC1_3_,,B,,,,,,,positive_control,,,,,C11,NA,20.565
